Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
2322.,Calcom Vision,82.02,38.94,114.49,0.00,0.31,5400.00,44.66,9.25,6.38
2323.,Quadpro ITeS,3.25,15.36,16.43,0.00,0.40,,4.16,0.73,6.38
2324.,Meera Industries,65.00,16.81,69.41,1.54,1.34,191.30,11.64,52.96,6.37
2325.,Avonmore Capital,17.35,22.97,489.59,0.00,1.48,-94.42,35.25,9.95,6.36
2326.,BSEL ALGO,8.91,2.97,77.18,0.00,-9.11,-55.99,-12.03,-58.50,6.36
2327.,Rane (Madras),582.65,,947.70,0.00,-0.22,-103.08,521.62,0.11,6.36
2328.,Super Crop Safe,15.65,22.64,62.94,0.00,0.91,19.74,12.56,15.02,6.34
2329.,Proventus Agro.,1201.20,43.35,414.02,0.00,4.87,,293.42,46.31,6.32
2330.,Marble City,127.55,,286.32,0.00,0.21,125.30,16.65,284.53,6.31
2331.,Shreeshay Engi.,22.10,25.37,29.18,0.00,0.10,,0.86,760.00,6.31
2332.,Rathi Bars,33.17,14.68,54.17,0.00,0.89,7.23,110.53,-17.77,6.30
2333.,S Chand & Compan,172.20,12.17,607.00,1.74,-25.57,29.41,100.15,31.24,6.30
2334.,Ashnoor Textile,49.30,4.70,78.55,0.00,2.98,166.07,43.13,39.71,6.29
2335.,Kaira Can,1524.00,52.05,140.53,0.79,0.64,-28.09,55.15,8.01,6.27
2336.,C J Gelatine,15.87,19.08,7.63,0.00,0.17,-58.54,10.93,14.69,6.26
2337.,Nandani Creation,44.42,13.31,76.68,0.00,0.66,46.67,13.42,59.95,6.26
2338.,Kanungo Financi.,9.23,13.81,4.28,0.00,0.05,150.00,0.00,,6.24
2339.,Mahamaya Steel,241.00,145.61,396.07,0.00,1.03,5.75,199.83,10.87,6.23
2340.,Avalon Tech,675.10,96.62,4465.93,0.00,23.99,265.14,280.85,31.07,6.22
2341.,National Perox.,588.65,46.28,338.30,2.12,-1.52,-131.87,62.16,-25.68,6.22
2342.,Machhar Industri,287.00,42.52,21.26,0.00,-0.08,-366.67,3.36,-12.50,6.21
2343.,Vishal Bearings,86.45,,93.29,0.00,-2.68,-3928.57,19.18,-17.01,6.19
2344.,Chandrima Mercan,42.99,27.60,95.49,0.00,0.40,300.00,6.09,121.45,6.19
2345.,Sampre Nutrition,27.54,385.67,57.85,0.00,-0.54,,5.58,,6.19
2346.,Bajel Projects,159.30,77.90,1841.55,0.00,1.46,-56.55,622.39,126.26,6.19
2347.,Mohite Industrie,4.99,16.36,100.30,0.00,1.01,114.89,37.31,70.21,6.18
2348.,Incap,100.00,57.00,51.30,1.00,0.20,100.00,16.89,331.97,6.17
2349.,Nagreeka Exports,25.75,13.43,80.47,0.00,0.87,2800.00,104.90,-31.07,6.17
2350.,Asian Star Co.,721.00,17.41,1154.09,0.21,11.15,-38.16,688.25,-0.39,6.17
2351.,S. V. J. Enterp.,207.00,155.84,115.32,0.00,0.36,63.64,2.94,-9.82,6.17
2352.,United Drilling,219.44,31.58,445.53,0.82,2.62,8.26,34.78,2.17,6.15
2353.,Bhakti Gems,12.84,32.73,19.31,0.00,0.11,0.00,40.84,33.33,6.15
2354.,Add-Shop E-Reta.,9.47,,26.81,0.00,0.92,-63.49,33.83,-40.64,6.15
2355.,Cindrella Fin.,13.83,27.38,5.75,0.00,0.10,42.86,0.15,15.38,6.12
2356.,Sindhu Trade,13.60,26.68,2097.02,0.00,-7.47,-108.02,510.87,22.71,6.12
2357.,Pratiksha Chem.,17.45,,9.72,0.00,-5.53,-2250.00,1.68,-38.01,6.11
2358.,Capital India,31.00,,1206.31,0.06,-1.91,19.41,154.45,-6.46,6.11
2359.,Pasupati Acrylon,55.77,13.57,497.08,0.00,10.13,11.44,173.87,11.41,6.09
2360.,Aarey Drugs,36.51,18.13,103.52,0.00,0.72,-29.41,133.79,74.93,6.09
2361.,Fundviser Capit.,136.50,152.89,70.33,0.00,0.54,1900.00,0.32,300.00,6.09
2362.,Polycon Intl.,29.63,,14.49,0.00,0.80,-2071.43,5.43,-10.40,6.08
2363.,Vertex Secur.,4.61,64.38,34.12,0.00,-0.44,-980.00,1.80,-7.69,6.08
2364.,Shivalik Rasayan,609.75,58.42,948.79,0.08,6.94,72.22,85.31,21.47,6.08
2365.,Swati Projects,29.00,31.49,29.29,0.00,0.21,-8.70,0.29,7.41,6.08
2366.,Vardhman Hold.,3006.05,3.98,958.93,0.17,65.76,22.69,6.57,-15.01,6.07
2367.,Alkosign,79.48,,57.19,0.00,0.94,,11.19,,6.06
2368.,Euro Leder Fash,22.18,495.50,9.91,0.00,0.03,-66.67,5.49,-26.31,6.05
2369.,Everest Organics,260.00,,252.47,0.00,1.14,5600.00,42.05,-19.92,6.05
2370.,Samyak Internati,41.54,6.88,33.22,0.00,1.19,11.21,8.50,25.18,6.04
2371.,Coastal Roadways,30.40,7.94,12.62,0.00,0.44,388.89,10.48,18.69,6.03
2372.,Transcorp Intl.,23.84,13.52,76.12,1.26,-1.56,-179.59,291.79,-46.09,6.03
2373.,Neeraj Paper Mkt,24.13,56.47,26.54,0.00,0.05,-64.29,53.77,24.38,6.03
2374.,Vedant Asset,49.40,44.00,13.64,0.00,0.19,,1.47,32.43,6.03
2375.,Shashijit Infra.,6.73,,48.91,0.00,-0.94,-1275.00,5.02,-20.70,6.02
2376.,Salguti Industri,43.85,,33.06,0.00,-0.50,-1566.67,24.67,16.81,6.01
2377.,Sailani Tours N,13.86,36.22,6.52,0.00,0.09,,7.47,-52.84,6.01
2378.,Compucom Soft.,18.91,184.73,149.63,2.12,0.33,-67.33,8.11,-64.26,6.00
2379.,Aeonx Digital,128.00,15.58,58.88,0.78,0.83,196.43,8.50,-4.82,6.00
2380.,Alkali Metals,83.30,,84.82,1.20,-4.93,-841.67,22.34,-9.00,5.99
2381.,Future Supply,1.88,,8.25,0.00,-30.02,29.55,67.04,-48.03,5.99
2382.,Precision Camshf,155.33,87.15,1475.41,0.64,-6.36,-153.49,194.55,-24.51,5.98
2383.,Phosphate Co,149.70,57.45,54.00,0.00,4.70,131.53,53.71,27.06,5.98
2384.,Nectar Lifesci.,23.79,31.38,533.52,0.00,7.84,399.36,454.98,0.62,5.97
2385.,Veerhealth Care,12.64,,25.28,0.00,0.07,-63.16,3.84,33.80,5.96
2386.,Kiri Industries,589.05,10.06,3276.82,0.00,176.89,31.45,178.63,11.99,5.96
2387.,Mahickra Chem.,104.65,44.04,85.00,0.29,1.35,,44.79,20.37,5.96
2388.,Duroply Indust.,192.05,49.72,189.42,0.00,1.22,293.55,89.82,12.53,5.92
2389.,Neelkanth Rock,14.25,42.24,7.18,0.00,-0.04,-33.33,0.00,,5.91
2390.,Orient Tradelink,24.24,66.81,59.46,0.00,0.47,161.11,3.74,199.20,5.91
2391.,Sh. Dinesh Mills,286.40,17.03,160.40,3.49,0.66,-71.46,16.22,-5.75,5.91
2392.,Olympia Industri,45.00,24.42,27.11,0.00,0.29,16.00,59.49,2.83,5.90
2393.,New Light Appare,6.78,45.68,59.39,0.00,0.55,2650.00,7.73,78.11,5.90
2394.,Sacheta Metals,4.14,21.74,51.75,1.21,0.67,71.79,25.93,53.70,5.87
2395.,Amarnath Sec.,14.00,21.00,4.20,0.00,0.04,-33.33,0.10,-9.09,5.87
2396.,Repro India,412.30,,590.56,0.00,1.19,-70.54,125.94,8.65,5.87
2397.,Ent.Network,127.41,72.74,607.37,1.18,9.26,-61.74,158.90,-1.06,5.86
2398.,Maruti Infra.,13.67,,128.16,0.00,-1.06,-267.80,8.88,2.66,5.86
2399.,Luharuka Media,3.90,270.74,73.10,0.51,-0.13,-192.86,1.18,218.92,5.84
2400.,Manjeera Constr.,41.00,2.23,51.29,0.00,3.77,90.40,14.07,-7.50,5.83
2401.,HCP Plastene,121.95,25.28,130.18,0.00,2.19,485.71,119.37,49.81,5.83
2402.,AKI India,8.14,51.11,72.07,0.00,0.67,131.03,21.75,23.79,5.82
2403.,Duke Offshore,15.45,,15.23,0.00,-0.78,-750.00,0.00,-100.00,5.81
2404.,Jain Irrigation,55.90,119.13,3810.88,0.00,-1.22,-114.20,1360.78,0.22,5.79
2405.,Elgi Rubber Co,57.45,,287.82,0.00,-3.50,-85.42,91.48,-3.41,5.79
2406.,Grovy India,46.60,38.13,62.15,0.05,1.82,970.59,19.65,230.81,5.79
2407.,Dhanlaxmi Cotex,357.05,22.80,173.93,0.00,3.38,267.39,2.31,-36.89,5.78
2408.,Rollatainers,1.39,,34.77,0.00,-0.18,-525.00,0.00,-100.00,5.78
2409.,Southern Latex,20.50,71.86,15.09,0.00,0.01,0.00,0.00,,5.76
2410.,BAG Films,5.95,55.81,117.76,0.00,1.33,253.33,31.12,34.20,5.75
2411.,Marinetrans Indi,14.55,123.47,18.52,0.00,0.29,,80.40,90.97,5.75
2412.,G G Engineering,1.00,11.88,158.45,0.00,-1.37,-353.70,56.18,29.15,5.74
2413.,Polymechplast Ma,54.38,29.86,30.46,1.84,0.22,120.00,15.02,12.85,5.73
2414.,Trigyn Techno.,73.82,8.04,227.26,0.00,1.23,105.59,206.78,-32.62,5.72
2415.,Vaishali Pharma,12.12,302.14,129.92,0.00,1.44,-31.75,27.91,0.04,5.72
2416.,Debock Industrie,2.14,5.79,34.83,0.00,-0.20,-162.50,0.69,-97.01,5.72
2417.,Last Mile Enter.,216.25,32.41,757.72,0.12,8.66,1771.74,71.56,,5.72
2418.,Indus Finance,37.86,18.75,35.06,0.79,0.13,390.00,1.51,128.79,5.71
2419.,Chemcon Special.,180.36,28.22,660.67,0.00,8.81,98.42,54.39,2.66,5.71
2420.,GHCL Textiles,73.64,13.53,703.89,0.68,9.37,108.69,285.00,16.61,5.71
2421.,Associated Cera.,251.30,52.81,75.52,0.00,0.66,-5.71,9.35,-29.75,5.69
2422.,Sunflag Iron,225.29,25.10,4060.16,0.00,50.14,39.43,892.00,4.48,5.69
2423.,Quick Heal Tech,290.75,70.25,1568.64,1.03,0.11,-98.91,70.61,-13.81,5.69
2424.,Ajanta Soya,41.99,13.62,337.95,0.00,9.83,370.33,365.52,44.12,5.68
2425.,Mitshi India,15.54,,13.68,0.00,0.04,0.00,1.35,-60.64,5.68
2426.,Hercules Hoists,138.60,25.34,443.52,2.89,2.73,-42.89,0.00,,5.67
2427.,Lead Financial S,21.98,32.95,7.25,0.00,0.07,-12.50,0.16,6.67,5.67
2428.,Lakhotia Poly.,42.34,24.23,44.35,0.00,1.09,251.61,24.63,54.81,5.67
2429.,Barbeque-Nation,277.90,,1085.97,0.00,5.06,4.38,328.89,-0.60,5.67
2430.,Roni Households,75.00,57.47,43.10,0.00,0.07,,7.59,43.21,5.67
2431.,Gini Silk Mills,83.45,25.50,46.67,0.00,0.35,-41.67,9.34,-11.05,5.66
2432.,HLV,13.12,36.93,864.95,0.00,10.27,7.76,57.73,4.26,5.66
2433.,Patel Integrated,13.99,13.14,97.37,0.71,2.18,46.31,89.74,16.83,5.66
2434.,Basant Agro Tech,13.33,12.39,120.81,0.38,0.38,135.19,81.03,11.05,5.65
2435.,Sahara Housing,38.77,30.49,27.14,0.00,0.11,-50.00,2.08,-15.79,5.62
2436.,Veer Global Inf.,135.00,79.17,219.29,0.00,1.72,1811.11,5.09,-45.03,5.62
2437.,Bimetal Bearings,500.65,18.24,191.75,2.50,2.95,264.20,54.08,-1.73,5.61
2438.,Picturehouse,8.00,,41.80,0.00,0.01,102.86,0.01,0.00,5.61
2439.,Media Matrix,8.63,181.37,977.56,0.00,1.04,-41.54,258.36,30.86,5.57
2440.,Sulabh Engineers,3.18,16.64,31.95,0.00,1.06,164.52,0.70,-66.67,5.57
2441.,Lords Ishwar,15.70,39.10,11.73,0.00,-0.02,-120.00,2.31,14.36,5.56
2442.,AVI Products,23.95,66.00,7.92,0.00,-0.03,-400.00,1.13,-20.42,5.56
2443.,Panchmahal Steel,149.75,36.68,285.72,0.00,1.66,618.75,94.72,-7.65,5.55
2444.,Sakthi Sugars,21.50,,255.53,0.00,-23.04,24.62,139.74,-9.60,5.53
2445.,Elegant Marbles,221.40,17.93,81.03,1.24,0.57,-54.03,5.08,-47.68,5.53
2446.,Remi Edelstahl,79.00,22.48,86.76,0.00,0.83,1283.33,42.91,51.36,5.53
2447.,Kanishk Steel,26.73,11.82,76.02,0.00,9.02,282.20,88.07,-5.10,5.52
2448.,V B Desai Fin.,30.00,25.17,13.59,0.00,0.14,55.56,0.62,-19.48,5.51
2449.,Pion. Embroider.,38.29,21.15,117.99,0.00,2.19,10850.00,96.10,12.63,5.51
2450.,Southern Infosys,26.00,40.78,13.05,0.00,0.12,200.00,6.10,68.04,5.51
2451.,Aditya Consumer,33.87,,49.56,0.00,-2.29,-198.71,48.20,3.99,5.49
2452.,Agarwal Float,44.00,23.61,31.87,0.00,2.03,,32.48,-22.98,5.48
2453.,Sar Auto Prod.,2079.00,1395.20,990.59,0.00,0.15,-69.39,3.52,-37.92,5.44
2454.,Pansari Develop.,182.28,81.13,318.02,0.00,0.58,-71.98,4.20,-86.14,5.44
2455.,Ranjeet Mechatr.,39.00,,39.00,0.00,-0.62,-177.50,3.13,-39.11,5.42
2456.,Standard Surfact,43.48,70.43,35.92,0.00,0.16,-65.22,41.02,26.57,5.40
2457.,Sanchay Finvest,29.50,,9.29,0.00,-0.37,-900.00,-0.26,-471.43,5.39
2458.,Harri. Malayalam,192.37,46.00,355.12,0.00,11.20,67.66,142.25,9.80,5.39
2459.,Sagardeep Alloys,30.27,58.01,51.63,0.00,0.26,-3.70,23.06,2.26,5.39
2460.,Tai Industries,41.99,14.39,25.19,0.00,0.31,244.44,66.20,152.29,5.38
2461.,I G Petrochems,419.05,12.81,1290.46,1.79,27.75,282.09,558.05,14.34,5.38
2462.,Dhanlaxmi Bank,23.29,22.44,919.25,0.00,19.85,550.82,334.59,8.73,5.38
2463.,Accuracy Shippi.,8.23,9.48,123.91,0.00,0.97,133.56,254.24,35.62,5.38
2464.,Pace E-Commerce,22.62,14.65,50.97,0.00,1.36,,26.49,100.38,5.38
2465.,Sandu Pharma.,52.10,27.65,50.33,1.54,0.56,166.67,18.37,5.39,5.36
2466.,Ashoka Metcast,17.54,4.23,43.84,0.00,1.79,371.05,6.88,2.23,5.36
2467.,Swelect Energy,545.50,121.43,826.91,0.55,-10.58,-220.52,91.38,43.81,5.35
2468.,Aartech Solonics,58.72,39.86,186.56,0.43,1.80,210.34,9.55,30.11,5.35
2469.,RDB Real Estate,47.71,4.72,82.46,0.00,0.09,-93.57,9.93,6.32,5.35
2470.,Jayatma Industri,13.62,,8.41,0.00,-0.12,,10.13,12.43,5.34
2471.,Andhra Sugars,68.23,19.57,924.76,1.47,-0.42,-110.42,510.90,13.27,5.34
2472.,Agni Green,21.15,98.38,41.32,0.00,0.15,,16.16,13.32,5.34
2473.,Rainbow Foundat.,37.27,25.86,184.93,0.00,1.54,1611.11,34.18,49.65,5.33
2474.,Vertexplus Tech.,130.05,,71.26,0.00,-1.68,,7.26,-34.59,5.33
2475.,Times Guaranty,175.00,77.50,157.33,0.00,0.58,18.37,0.85,4.94,5.30
2476.,Amrapali Inds.,15.56,123.06,79.99,0.00,0.27,68.75,11473.05,35.59,5.29
2477.,AKG Exim,13.26,53.34,42.14,0.00,0.15,-68.09,29.61,-33.85,5.29
2478.,Ashiana Agro Ind,11.28,57.67,5.19,0.00,0.02,-60.00,0.22,-15.38,5.28
2479.,India Home Loans,32.30,,46.13,0.00,0.08,106.96,3.31,12.20,5.27
2480.,Retro Green,6.49,82.20,24.66,0.00,0.06,-64.71,0.47,-30.88,5.27
2481.,Sellwin Traders,3.64,34.37,81.81,0.00,0.73,247.62,10.92,19.34,5.27
2482.,Wires & Fabriks,171.90,35.07,52.60,0.06,0.69,18.97,29.21,0.65,5.26
2483.,RTS Power Corpn.,146.70,26.95,134.50,0.00,0.21,-87.20,44.65,24.41,5.25
2484.,Universal Arts,4.58,12.69,4.57,0.00,0.06,250.00,0.00,-100.00,5.25
2485.,Fischer Medical,807.00,1927.43,4317.45,0.00,-0.29,,11.75,,5.25
2486.,Mehai Technology,13.75,64.74,408.51,0.00,5.32,2116.67,45.73,848.76,5.23
2487.,Alpine Housing,112.35,49.39,194.61,0.45,1.71,128.00,22.24,81.26,5.22
2488.,Cian Healthcare,3.99,39.88,9.97,0.00,0.25,,61.70,100.91,5.22
2489.,Munjal Showa,111.30,16.03,445.14,4.04,5.98,-30.79,319.08,5.20,5.21
2490.,J J Finance Corp,47.40,15.37,13.37,0.00,0.27,107.69,0.44,100.00,5.19
2491.,Surat Trade,6.41,8.10,142.34,0.00,6.01,132.95,14.26,-1.18,5.19
2492.,Angel Fibers,12.49,,31.23,0.00,0.04,-99.63,101.10,6.72,5.19
2493.,Ashish Polyplast,43.83,20.99,14.90,0.00,0.02,-95.00,4.47,14.03,5.18
2494.,Sanginita Chemi.,9.90,284.89,25.64,0.00,0.14,-69.57,61.54,111.04,5.18
2495.,Fiberweb (India),39.48,8.41,113.67,0.00,3.55,130.52,25.18,71.41,5.17
2496.,Aditya Spinners,22.69,,37.99,0.00,-0.39,-750.00,16.82,2.00,5.17
2497.,Le Merite Export,303.75,241.78,713.24,0.07,2.76,,262.45,9.57,5.17
2498.,Cosmo Ferrites,198.10,,238.31,0.00,-0.45,67.63,22.61,6.00,5.16
2499.,White Organic,4.80,105.00,16.80,0.00,-0.16,-144.44,3.06,-67.38,5.15
2500.,Decorous Investm,10.95,42.00,3.78,0.00,0.02,0.00,0.15,,5.14
2501.,Rodium Realty,180.45,14.06,58.61,0.00,1.53,200.66,16.78,51.31,5.13
2502.,TGV Sraac,93.72,16.19,1003.65,1.07,23.81,56.36,455.08,13.14,5.12
2503.,Abirami Fin.,46.33,33.81,25.02,5.40,0.13,-85.71,0.00,,5.12
2504.,Jhaveri Credits,184.05,44.22,165.39,0.00,1.06,0.00,0.43,-69.50,5.12
2505.,Bhageria Indust.,150.55,19.95,657.06,0.66,12.94,55.53,171.60,53.26,5.12
2506.,Springform Tech,11.02,,0.06,0.00,-0.07,22.22,0.05,-50.00,5.10
2507.,Anjani Finance,12.76,33.18,12.94,0.00,0.19,111.11,0.30,50.00,5.09
2508.,Elin Electronics,116.93,37.13,580.67,0.00,1.40,-46.97,266.32,12.51,5.08
2509.,Ambica Agarbat.,27.02,17.51,46.41,0.00,0.38,149.35,36.05,24.61,5.07
2510.,IFL Enterprises,0.75,,56.27,0.00,0.41,-53.41,30.31,1378.54,5.06
2511.,Tridhya Tech,23.10,7.81,53.80,0.00,0.21,,21.83,25.03,5.06
2512.,Ishan Internat.,1.20,45.53,25.95,0.00,0.33,,29.95,232.41,5.06
2513.,Saj,71.65,33.49,115.54,0.00,1.19,240.00,4.82,36.54,5.06
2514.,Vivanta Indust.,2.96,,37.00,0.00,0.04,-85.71,3.09,-69.35,5.05
2515.,Smartlink Hold.,132.40,11.53,132.07,0.00,2.54,309.92,53.73,42.94,5.04
2516.,Aro Granite Inds,34.88,,53.37,0.00,0.00,-100.00,30.12,-9.69,5.03
2517.,Epic Energy,40.41,32.02,29.14,0.00,0.17,1600.00,0.55,17.02,5.03
2518.,Super Sales Ind.,846.00,,259.72,0.83,-2.54,-163.82,99.98,-2.17,5.03
2519.,Amin Tannery,2.23,77.68,24.08,0.00,0.06,20.00,11.93,6.61,5.03
2520.,Dhampur Bio,60.36,36.23,400.72,4.14,-6.86,9.57,464.31,65.81,5.02
2521.,Neil Industries,9.73,9.37,19.03,0.00,0.41,-18.00,0.77,-4.94,5.01
2522.,Advance Lifes.,30.63,17.50,19.07,0.00,-0.03,-107.50,0.00,,5.00
2523.,Concord Drugs,35.49,,35.49,0.00,0.23,195.83,10.80,-15.49,4.98
2524.,Hindustan Agrig.,69.50,92.67,30.58,0.00,0.02,-90.91,0.03,0.00,4.96
2525.,Apex Frozen Food,222.41,448.41,695.03,0.90,-0.22,-107.41,230.73,55.79,4.96
2526.,Biofil Chemicals,43.17,117.07,70.24,0.00,0.16,77.78,14.20,182.31,4.94
2527.,Butterfly Gan Ap,561.20,170.94,1003.43,0.00,8.31,484.72,238.09,0.06,4.94
2528.,Dynemic Products,256.75,20.43,308.83,0.00,4.39,256.91,95.54,33.53,4.94
2529.,Shah Metacorp,3.21,20.61,187.75,0.00,3.00,289.61,39.86,208.75,4.94
2530.,Sh. Karthik Pap.,8.61,205.62,16.45,0.00,0.07,-81.08,14.02,-4.37,4.93
2531.,Shivagrico Impl.,30.60,109.50,15.33,0.00,0.05,600.00,12.04,14.12,4.92
2532.,AA Plus Trade,1.59,143.26,38.68,0.00,0.03,,1.50,-87.97,4.92
2533.,Aashka Hospitals,105.00,69.21,245.70,0.00,1.62,,12.36,14.44,4.90
2534.,Kohinoor Foods,32.91,,122.00,0.00,-8.30,-2028.21,19.49,-16.24,4.89
2535.,Dhunseri Invest.,1560.05,6.57,951.19,0.16,89.30,5786.41,138.60,89.71,4.89
2536.,Sawaca Enterpri.,0.58,23.87,33.18,0.00,0.61,510.00,24.59,,4.88
2537.,Omax Autos,88.03,19.06,188.30,2.27,2.87,1162.96,92.28,-12.01,4.87
2538.,Mirza Internatio,28.40,192.40,392.49,0.00,-5.69,-229.32,114.38,-19.26,4.87
2539.,Kuber Udyog,14.00,53.44,4.81,0.00,0.00,-100.00,0.12,-25.00,4.87
2540.,CDG Petchem,28.00,,8.62,0.00,-0.06,82.35,5.45,-49.91,4.87
2541.,Lyons Corporate,44.18,,20.67,0.00,-0.08,-14.29,0.21,0.00,4.85
2542.,OnMobile Global,48.97,,520.66,0.00,-5.22,13.46,164.01,36.98,4.84
2543.,Arihant's Secur.,29.90,14.95,14.95,0.00,0.52,57.58,0.63,-3.08,4.82
2544.,Prakash Woollen,27.09,,27.79,0.00,-4.96,-386.71,57.07,16.71,4.82
2545.,Sintercom India,130.23,328.89,358.49,0.00,0.42,5.00,24.12,3.56,4.82
2546.,Kay Power &Paper,21.90,59.00,48.38,0.00,0.09,-83.33,9.34,2.75,4.81
2547.,Alembic,92.59,7.56,2377.54,2.59,65.39,6.50,57.92,47.30,4.81
2548.,Leading Lea. Fin,6.13,,269.45,0.00,-0.70,-255.56,9.24,780.00,4.81
2549.,Hind.Composites,434.85,17.40,642.23,0.46,10.97,69.81,81.83,14.14,4.80
2550.,Sterlite Tech.,79.89,,3897.73,0.00,-24.00,53.32,1261.00,-4.61,4.80
2551.,Murudesh.Ceramic,33.14,26.26,200.65,1.51,1.85,13.50,50.15,-1.74,4.79
2552.,ECS Biztech,8.40,6.00,17.27,0.00,0.03,50.00,0.33,-38.89,4.78
2553.,Unistar Multim.,4.17,,10.43,0.00,0.03,-94.12,3.99,-10.14,4.78
2554.,Perfect-Octave,4.86,,16.86,0.00,-0.09,-147.37,0.09,-72.73,4.77
2555.,Manali Petrochem,61.36,51.01,1055.39,1.22,5.27,79.25,196.12,-4.21,4.75
2556.,Sparc Electrex,10.27,261.25,10.45,0.00,0.06,-14.29,0.99,-30.77,4.74
2557.,Igarashi Motors,503.65,60.39,1585.24,0.20,5.16,230.77,210.80,21.32,4.74
2558.,Kanpur Plastipa.,118.23,26.58,274.61,0.00,7.47,210.83,160.81,30.82,4.74
2559.,SEPC,16.42,75.01,2567.53,0.00,4.44,210.85,133.04,-5.44,4.71
2560.,Naga Dhunseri,3312.65,8.44,331.27,0.08,11.02,27.22,1.93,-83.89,4.71
2561.,TransIndia Real,31.54,27.13,774.92,1.59,8.79,-49.57,23.40,-8.41,4.71
2562.,Refex Renewables,613.10,,275.68,0.00,-10.17,-22.31,15.90,-22.63,4.70
2563.,A-1,458.95,148.26,527.79,0.33,1.00,376.19,76.36,82.85,4.67
2564.,Shakti Press,26.48,,9.32,0.00,0.03,-86.96,3.34,45.85,4.66
2565.,Mahaan Foods,41.97,17.70,14.69,0.00,0.18,238.46,0.00,,4.65
2566.,NIIT,111.64,33.17,1513.69,1.12,13.99,-6.58,98.11,15.18,4.64
2567.,Vivaa Tradecom,50.10,34.61,19.73,0.00,0.24,,160.75,52.78,4.64
2568.,Vikas Ecotech,2.51,29.64,443.95,0.00,-0.55,-144.72,84.76,23.81,4.62
2569.,KKV Agro Powers,582.30,71.76,33.01,0.00,0.87,,439.04,-57.13,4.62
2570.,Ganga Forging,5.15,84.66,69.42,0.00,0.27,17.39,11.67,36.49,4.61
2571.,Vani Commercials,10.35,30.38,12.15,0.00,0.15,1400.00,0.82,-34.40,4.60
2572.,Coastal Corporat,37.54,,251.43,0.64,1.95,-33.67,183.55,71.54,4.59
2573.,Riddhi Siddhi Gl,518.20,4.46,369.47,0.58,-54.02,39.63,44.33,-67.29,4.59
2574.,The Byke Hospi.,60.44,51.97,315.98,0.00,1.05,3.96,26.12,23.91,4.58
2575.,Odyssey Corpn.,20.14,102.13,151.15,0.00,0.26,-50.00,13.87,152.18,4.58
2576.,India Motor Part,915.95,14.57,1143.11,2.95,22.60,7.31,190.40,4.79,4.58
2577.,Natural Capsules,203.61,196.79,210.56,0.00,0.11,-90.91,43.83,9.63,4.57
2578.,Inani Marbles,16.55,11.49,30.78,0.24,-0.14,-111.11,9.80,-27.62,4.56
2579.,Mathew Easow Res,12.50,92.33,8.31,0.00,0.02,100.00,0.83,36.07,4.56
2580.,Jet Freight,10.94,8.50,50.77,0.00,1.56,-16.13,94.07,3.92,4.56
2581.,Bonlon Industrie,26.93,12.40,38.20,0.00,0.94,36.23,138.38,49.39,4.56
2582.,Gratex Industrie,19.40,65.33,5.88,0.00,0.05,150.00,1.01,-3.81,4.54
2583.,Sofcom Systems,60.95,211.00,25.32,0.00,0.12,100.00,0.95,763.64,4.54
2584.,Navoday Enterpri,5.39,46.11,4.15,0.00,0.07,,1.67,-76.48,4.54
2585.,Exxaro Tiles,7.00,,313.19,0.00,1.24,85.07,79.44,21.73,4.53
2586.,Maral Overseas,64.60,,268.15,0.00,-10.56,-1096.23,250.37,9.99,4.52
2587.,Garnet Construct,25.11,6.56,34.90,0.00,-0.46,-113.77,0.87,-24.35,4.51
2588.,Mena Mani Inds.,7.04,73.58,70.64,0.00,0.19,1800.00,4.85,470.59,4.51
2589.,Vilin Bio Med,19.00,,26.51,0.00,0.12,,4.49,-41.31,4.51
2590.,Rain Industries,132.20,,4446.55,0.76,-133.69,87.61,3675.73,-10.36,4.50
2591.,Art Nirman Ltd,46.78,81.07,116.74,0.00,0.28,250.00,4.50,20.00,4.49
2592.,Kreon Finnancial,23.72,,47.97,0.00,-3.72,-153.06,5.71,31.26,4.48
2593.,Beryl Securities,26.00,25.73,12.61,0.00,0.21,110.00,0.57,171.43,4.47
2594.,Frontier Capital,22.30,162.52,37.38,0.00,0.13,333.33,0.15,150.00,4.46
2595.,Jyoti,72.38,12.09,167.14,0.00,3.92,235.04,51.91,24.31,4.46
2596.,Parvati Sweetner,7.58,,113.05,0.00,-1.34,-546.67,3.87,-60.59,4.45
2597.,Multipurpose Trd,9.97,26.00,4.94,0.00,0.05,0.00,0.09,0.00,4.44
2598.,N D Metal Inds.,97.85,101.12,24.27,0.00,0.06,-25.00,0.04,-33.33,4.43
2599.,Asian Hotels (N),363.00,,706.15,0.00,90.30,58.66,86.47,12.65,4.43
2600.,Chart.Logistics,8.58,20.01,85.23,0.00,0.74,178.72,20.24,24.55,4.43
2601.,Toyam Sports,1.38,37.97,79.74,0.00,-3.88,-415.83,0.49,-74.74,4.43
2602.,California Soft.,12.38,31.90,19.14,0.00,0.20,-9.09,1.31,3.97,4.42
2603.,Kandagiri Spinng,40.75,,15.69,0.00,-0.54,49.06,0.43,,4.40
