Serial_Number,Company_Name,Current_Market_Price_Rs,Price_to_Earnings_Ratio,Market_Capitalization_Rs_Cr,Dividend_Yield_Percentage,Net_Profit_Quarter_Rs_Cr,Quarterly_Profit_Variation_Percentage,Sales_Quarter_Rs_Cr,Quarterly_Sales_Variation_Percentage,Return_on_Capital_Employed_Percentage
1115.,Spectrum Electr.,1566.95,112.54,2445.47,0.06,9.12,,162.44,18.94,16.11
1116.,Pondy Oxides,499.20,23.62,1402.02,0.50,15.14,20.93,502.42,10.55,16.10
1117.,DCM Shriram Inds,149.18,11.15,1297.75,1.34,23.50,-19.10,492.98,5.27,16.09
1118.,Focus Business,81.10,76.12,37.30,0.12,0.17,,10.67,3.89,16.08
1119.,Sealmatic India,397.85,37.04,360.05,0.28,6.46,,43.93,18.70,16.08
1120.,Heidelberg Cem.,193.07,41.88,4375.22,4.14,5.19,-83.51,542.82,-10.59,16.07
1121.,Plada Infotech S,19.50,6.61,16.72,0.00,1.00,,32.62,12.87,16.07
1122.,KCD Industries,6.36,26.80,16.08,0.00,0.06,-92.94,0.25,-93.80,16.06
1123.,Apollo Finvest,500.85,26.97,186.91,0.00,1.41,-43.82,7.77,68.55,16.05
1124.,Chemtech Indust.,122.40,34.36,219.55,0.00,1.50,37.61,8.24,-23.49,16.03
1125.,Felix Industries,124.00,,167.80,0.00,4.68,,7.82,,16.03
1126.,Panasonic Energy,344.45,22.14,258.34,2.57,2.42,-46.46,73.38,-1.82,16.00
1127.,Innovators,204.25,20.77,385.37,0.00,8.34,,114.05,13.65,16.00
1128.,Donear Inds.,103.17,11.62,536.48,0.19,10.91,52.59,247.17,19.78,15.99
1129.,JITF Infra Logis,354.60,327.44,911.45,0.00,4.37,-72.94,531.71,-14.06,15.96
1130.,Rajeshwari Cans,290.90,175.41,305.21,0.00,1.06,,19.65,27.27,15.96
1131.,Jullundur Motor,78.27,7.07,178.78,2.56,6.81,8.24,141.05,3.77,15.95
1132.,RKEC Projects,66.32,6.97,159.11,0.00,8.26,-22.66,118.98,12.21,15.95
1133.,Arvind SmartSp.,655.45,27.95,2985.87,0.38,50.19,407.87,210.16,149.30,15.94
1134.,Ultracab India,11.92,15.98,146.57,0.00,2.70,64.63,57.24,159.59,15.93
1135.,AVT Natural Prod,54.58,18.54,831.25,1.47,21.60,-3.61,172.87,12.11,15.93
1136.,Kwality Pharma,677.85,20.15,703.35,0.00,8.52,10.94,84.41,8.08,15.93
1137.,Wonder Electric.,183.55,176.83,2459.72,0.11,5.09,70.23,221.53,68.90,15.93
1138.,Magenta Life,21.05,15.22,14.46,0.00,0.04,,5.84,44.20,15.93
1139.,Diffusion Eng,270.50,34.52,1012.38,0.00,6.39,,73.54,,15.93
1140.,Kellton Tech,106.62,12.30,1038.59,0.00,20.92,157.32,278.87,13.62,15.92
1141.,C P S Shapers,480.00,,100.80,0.00,-0.48,,12.95,-26.50,15.90
1142.,Sai Silks,126.83,19.33,1945.14,0.79,46.02,43.90,448.56,17.29,15.89
1143.,Sayaji (Indore),901.00,24.95,274.50,0.00,4.54,-7.16,30.17,15.99,15.86
1144.,Bedmutha Indus.,166.29,18.19,536.52,0.00,2.11,-67.54,273.57,42.77,15.83
1145.,NIBE,843.45,41.38,1205.84,0.12,1.94,-55.71,148.68,137.17,15.81
1146.,Shalibhadra Fin.,516.65,26.83,398.96,0.23,4.71,49.05,9.85,20.42,15.80
1147.,Ruchira Papers,116.88,5.96,348.83,4.28,16.48,128.57,167.88,5.90,15.80
1148.,Marathon Nextgen,388.50,11.49,1989.44,0.26,49.05,-4.49,123.35,-41.38,15.80
1149.,NCL Industries,187.31,17.33,847.26,2.14,3.36,-86.62,341.40,-21.13,15.78
1150.,Diamines & Chem.,359.10,94.70,351.34,0.70,0.75,-73.21,17.51,-23.97,15.78
1151.,HOV Services,41.97,14.25,52.86,0.00,1.32,109.52,5.80,45.36,15.78
1152.,La Tim Metal & I,13.31,21.42,173.10,0.00,0.65,-64.48,47.83,-49.50,15.77
1153.,Ascom Leasing &,104.00,24.22,121.83,0.00,2.60,,6.08,-2.72,15.76
1154.,Phoenix Overseas,21.40,7.68,41.40,0.00,1.22,,201.14,-26.79,15.76
1155.,Fabtech Techn.,283.00,60.32,348.64,0.00,5.40,,61.93,,15.74
1156.,First Custodian,149.00,8.94,22.35,0.67,0.60,5.26,1.01,2.02,15.72
1157.,Hampton Sky,24.59,28.27,674.28,0.00,-0.46,-132.86,8.30,-85.94,15.72
1158.,Novartis India,769.10,22.01,1898.97,3.25,25.45,-4.22,93.00,10.01,15.71
1159.,BCL Industries,37.63,12.00,1110.70,0.66,20.92,-37.30,735.43,18.20,15.71
1160.,Sr.Rayala.Hypo,494.50,8.95,848.80,0.61,23.53,13.18,138.47,-35.45,15.70
1161.,Pennar Industrie,168.44,20.24,2273.03,0.00,30.46,20.02,839.72,12.75,15.70
1162.,Swiss Military,28.27,74.60,666.93,0.35,2.33,9.39,55.74,15.76,15.69
1163.,Salasar Techno,8.10,28.54,1398.68,0.00,11.94,-28.76,375.18,23.46,15.69
1164.,Kritika Wires,8.68,19.60,231.13,0.00,2.12,12.77,178.93,93.75,15.68
1165.,AD Manum Finance,66.80,4.63,50.10,0.00,2.36,63.89,3.55,55.70,15.67
1166.,Italian,34.60,14.40,51.13,0.00,1.98,,41.95,16.20,15.67
1167.,Go Fashion (I),699.60,43.61,3778.47,0.00,24.32,3.93,214.73,6.23,15.66
1168.,Balurghat Tech,18.94,13.52,34.47,0.00,0.43,0.00,23.05,13.77,15.63
1169.,Balmer Lawrie,171.93,11.35,2940.07,4.94,61.73,-6.01,630.41,7.83,15.62
1170.,Three M Paper,39.10,6.59,75.22,0.00,5.68,,125.98,-3.93,15.61
1171.,Elitecon Inter.,265.85,1.22,32.17,0.00,6.62,2858.33,48.40,392.37,15.60
1172.,Baheti Recycling,429.35,39.50,445.17,0.12,7.02,,257.19,24.40,15.60
1173.,Chembond Chem.,540.40,18.59,726.75,0.65,11.72,-13.12,126.18,10.10,15.59
1174.,Sugal & Damani,52.47,9.01,32.79,0.00,0.61,125.93,6.11,511.00,15.56
1175.,TCFC Finance,48.44,7.58,50.77,3.72,-0.51,-116.14,-0.41,-109.21,15.56
1176.,Sumedha Fiscal,71.55,6.49,57.10,1.40,1.98,23.75,17.35,-14.11,15.56
1177.,Perfectpac,103.30,19.00,68.79,0.97,0.68,38.78,25.91,8.59,15.53
1178.,Honda India,1923.40,34.48,1950.33,0.91,19.09,-32.59,204.18,-22.48,15.48
1179.,GRP,2609.25,56.23,1391.60,0.36,4.38,1.62,132.26,20.58,15.47
1180.,SBEC Sugar,43.73,,208.39,0.00,-22.31,-967.46,143.13,-0.67,15.46
1181.,K C P,190.60,13.66,2457.24,0.52,31.54,-65.56,600.67,-22.71,15.45
1182.,Family Care,4.96,0.70,26.79,0.00,-2.10,-287.50,0.03,-99.74,15.44
1183.,Optiemus Infra.,404.10,56.20,3647.64,0.00,15.00,-16.34,471.50,-2.12,15.44
1184.,Bio Green Papers,86.43,41.53,924.46,0.00,10.21,12862.50,115.69,,15.44
1185.,IRM Energy,245.50,20.25,1008.02,0.61,10.10,-57.53,250.75,10.90,15.44
1186.,Touchwood Enter.,79.94,16.28,88.58,0.50,3.29,188.60,36.11,453.83,15.43
1187.,Sunrest Lifescie,59.00,110.09,25.32,0.00,0.58,,15.39,23.32,15.43
1188.,B C C Fuba India,111.15,43.63,170.17,0.00,0.99,115.22,13.40,117.53,15.42
1189.,Empire Inds.,1020.00,14.36,612.00,2.45,10.52,2.94,175.50,14.82,15.42
1190.,Synoptics Techno,101.05,13.54,85.69,0.00,3.46,,23.60,-9.58,15.42
1191.,Cords Cable,166.66,16.05,215.45,0.60,4.68,58.64,205.40,22.31,15.41
1192.,Raghuvir Synth,128.25,58.88,496.97,0.00,0.24,-81.40,83.70,35.31,15.41
1193.,XPRO India,1085.60,53.35,2420.93,0.18,7.47,-30.06,104.55,8.75,15.41
1194.,Marine Electric.,161.43,60.63,2226.84,0.12,4.78,-4.02,193.80,32.15,15.39
1195.,Andhra Petrochem,51.41,10.64,436.84,3.89,-15.15,-254.28,124.53,-10.35,15.36
1196.,Remsons Ind,120.79,28.89,421.30,0.25,4.73,20.40,102.58,24.76,15.36
1197.,Usha Financial,63.00,10.27,136.95,0.00,5.04,,26.51,,15.36
1198.,Swashthik,54.71,13.51,96.09,0.00,4.46,,71.54,8.02,15.35
1199.,EP Biocomposites,111.35,16.42,18.72,0.00,0.21,,4.40,0.00,15.30
1200.,Bharat Seats,74.22,15.86,466.10,1.08,7.59,37.50,306.39,22.57,15.26
1201.,Oasis Securities,28.00,56.92,51.80,0.00,0.17,-72.13,0.41,-59.00,15.25
1202.,Quicktouch Tech,48.25,9.74,52.19,0.00,0.62,-71.43,15.99,-61.68,15.25
1203.,Rama Vision,78.46,25.72,81.80,0.00,0.41,-59.41,29.46,20.59,15.17
1204.,Manaksia Coated,75.27,37.42,559.02,0.07,5.08,23.60,205.05,7.41,15.16
1205.,Advanced Enzyme,267.00,20.96,2987.21,1.91,38.88,-9.86,169.11,5.08,15.16
1206.,M M Forgings,349.80,12.23,1688.89,1.14,31.67,-14.91,364.24,-6.15,15.14
1207.,GNA Axles,309.55,13.50,1328.92,0.65,25.36,12.86,375.07,5.06,15.14
1208.,Vashu Bhagnani,98.65,49.90,546.90,0.00,-0.48,-167.65,1.11,-94.51,15.14
1209.,Bright Outdoor,442.00,30.65,643.06,0.11,9.14,251.54,57.21,38.72,15.14
1210.,Northern Spirits,150.25,,241.17,0.17,9.21,88.34,528.17,68.11,15.10
1211.,Dynamic Services,132.00,15.82,181.45,0.00,7.20,,73.32,34.19,15.07
1212.,Shetron,128.05,29.18,115.25,0.78,0.20,-88.64,51.84,3.58,15.04
1213.,Krishana Phosch.,215.02,21.97,1302.00,0.23,20.53,454.86,304.03,32.05,15.02
1214.,Faze Three,361.15,30.03,878.28,0.00,8.79,-23.16,170.05,31.70,15.00
1215.,Wim Plast,488.55,9.28,586.42,2.05,13.49,4.90,93.08,6.85,14.99
1216.,Rexnord Electr.,82.98,19.04,110.03,0.00,0.79,-38.28,23.87,5.76,14.98
1217.,Interactive Fin,27.00,6.52,18.71,0.00,0.35,75.00,1.29,95.45,14.98
1218.,Muthoot Microfin,122.96,7.03,2096.37,0.00,3.80,-96.95,680.78,18.04,14.97
1219.,Capital Trade Lk,39.03,39.14,251.28,0.00,2.22,-60.43,6.43,-45.88,14.96
1220.,Maruti Interior,107.65,60.43,162.55,0.00,1.62,,18.20,-7.19,14.95
1221.,Veeram Securit.,9.57,21.17,72.39,0.52,0.72,67.44,3.71,-34.68,14.93
1222.,Anmol India,16.05,9.82,91.35,0.00,0.38,-91.46,253.32,-37.30,14.93
1223.,Saroja Pharma In,48.00,26.81,19.30,0.00,0.34,,18.72,-11.36,14.93
1224.,Vibhor Steel,129.00,20.00,244.62,0.00,3.43,-20.42,247.25,-1.50,14.93
1225.,Cil Securities,41.89,8.09,20.95,0.00,0.48,-44.83,2.38,-15.00,14.92
1226.,Swasti Vinayaka,5.67,23.73,51.03,0.00,0.72,7.46,9.82,-9.07,14.92
1227.,Ramsons Projects,60.00,9.61,18.06,0.00,0.17,,0.31,181.82,14.89
1228.,Kabsons Industri,24.14,20.08,42.16,0.00,-0.02,-110.53,11.08,74.76,14.89
1229.,Global Pet Indus,118.50,78.03,139.68,0.00,0.52,,17.93,12.84,14.88
1230.,Foods & Inns,83.11,25.19,610.15,0.36,0.79,-78.93,189.43,26.40,14.87
1231.,KIFS Financial,100.05,14.55,108.25,1.40,1.77,21.23,5.40,-60.38,14.86
1232.,Moksh Ornaments,12.40,12.13,103.85,0.00,2.48,67.57,117.30,38.10,14.86
1233.,Aarti Surfactant,440.40,46.16,372.51,0.00,0.91,-86.38,162.78,17.32,14.84
1234.,Garg Furnace,190.05,14.32,102.79,0.00,2.05,20.59,62.97,-3.72,14.83
1235.,Signet Industrie,43.94,11.08,129.35,1.14,4.52,-16.30,303.98,-2.35,14.83
1236.,Clinitech Lab,44.77,28.39,10.22,0.00,0.22,,4.08,33.33,14.81
1237.,Rolcon Engg. Co.,1145.30,45.57,87.04,0.17,-0.58,-131.35,12.85,0.23,14.80
1238.,GVK Power Infra.,3.71,7.20,585.89,0.00,-23.03,76.17,143.24,6.39,14.80
1239.,Aries Agro,244.83,10.02,318.39,0.41,11.48,49.28,170.36,15.77,14.79
1240.,Sanghvi Brands,12.35,19.19,12.86,0.00,0.13,,5.39,25.06,14.77
1241.,AVG Logistics,218.20,11.67,324.30,0.55,5.49,22.54,142.32,14.10,14.77
1242.,Baba Food,44.15,13.73,72.08,0.00,2.39,,84.45,-0.17,14.77
1243.,Munjal Auto Inds,70.04,14.43,700.40,2.86,-1.99,-124.99,522.09,23.67,14.74
1244.,Arnold Holdings,29.78,4.16,70.80,0.00,2.94,286.84,39.25,-28.82,14.73
1245.,Hawa Engineers,109.75,20.92,38.70,0.00,0.18,-84.21,25.95,-25.62,14.73
1246.,Voith Paper,1430.25,17.46,627.88,0.56,8.01,-16.39,41.18,-1.98,14.71
1247.,Cont. Chemicals,78.00,48.72,17.54,0.00,0.10,-44.44,0.06,-45.45,14.71
1248.,Prince Pipes,248.70,37.35,2749.65,0.40,-20.42,-154.27,577.72,-6.61,14.71
1249.,Bhaskar Agrochem,69.00,15.91,35.95,0.00,1.77,19.59,24.30,19.76,14.69
1250.,Sterling Tools,313.20,17.24,1133.29,0.64,13.60,0.15,260.88,12.47,14.69
1251.,CSL Finance,264.25,8.40,602.03,0.95,16.77,0.30,53.39,17.60,14.68
1252.,Paramount Comm.,51.00,15.92,1555.67,0.00,22.60,2.59,391.64,37.78,14.68
1253.,Aplab,59.50,,74.79,0.00,-8.41,-2313.16,15.94,33.61,14.67
1254.,Alpa Laboratorie,106.65,8.89,224.40,0.00,8.90,98.22,26.15,-4.25,14.66
1255.,Jindal Capital,42.01,19.42,30.29,0.00,0.50,194.12,1.25,177.78,14.65
1256.,Ahlada Engineers,62.58,8.69,80.86,4.79,0.35,-86.84,26.06,-34.56,14.64
1257.,G G Automotive,185.75,25.84,176.46,0.00,2.61,155.88,29.22,47.72,14.60
1258.,Magadh Sugar,523.05,8.69,737.06,1.91,21.15,-45.64,283.84,29.88,14.56
1259.,Hariom Pipe,341.10,17.24,1056.29,0.18,11.23,14.48,299.88,7.10,14.56
1260.,NRB Bearings,202.23,18.13,1960.07,1.24,22.10,8.52,278.52,7.78,14.55
1261.,Giriraj Civil,295.00,61.74,705.65,0.00,2.91,,71.70,72.15,14.55
1262.,SG Mart,305.65,32.59,3431.07,0.00,27.63,60.73,1281.96,71.33,14.52
1263.,Alicon Cast.,690.90,19.65,1123.53,1.09,0.78,-95.34,392.10,-3.18,14.52
1264.,Ultra Wiring,182.50,22.61,94.97,0.00,3.67,,33.06,40.62,14.52
1265.,Dharmaj Crop,197.62,19.71,667.90,0.00,1.18,-84.73,174.51,41.40,14.52
1266.,MOS Utility,258.20,67.63,643.84,0.00,4.87,,91.90,9.77,14.52
1267.,Mold-Tek Pack.,442.80,23.64,1471.38,0.68,13.64,-3.94,190.69,15.25,14.50
1268.,Rashi Peripheral,275.50,9.61,1815.54,0.36,32.07,28.49,2826.31,7.71,14.50
1269.,QVC Exports,28.05,4.85,29.32,0.00,4.34,,197.53,-31.44,14.49
1270.,Assoc.Alcohols,1322.90,35.55,2537.22,0.15,26.09,107.56,327.02,71.30,14.47
1271.,Mohini Health,58.95,10.32,107.50,0.85,4.82,,91.44,-9.70,14.47
1272.,Mangalam World.,151.85,13.21,372.04,0.66,8.04,32.67,269.79,49.00,14.46
1273.,Sat Industries,84.84,19.98,959.41,0.35,21.85,17.14,157.30,33.03,14.45
1274.,Informed Techn.,67.96,14.61,28.34,0.00,-1.06,-217.78,0.38,-34.48,14.44
1275.,Man Industries,252.42,14.97,1634.05,0.79,34.12,11.50,731.94,-12.13,14.43
1276.,Logica Infoway,219.70,43.00,375.78,0.00,3.24,,514.94,1.52,14.43
1277.,Indo US Bio-Tech,163.92,19.58,328.69,0.15,5.05,37.23,23.56,6.56,14.42
1278.,Micropro Softwar,25.40,9.36,36.32,0.00,-1.25,,6.36,6.71,14.42
1279.,Unison Metals,24.35,3.25,39.01,0.00,0.38,416.67,71.15,33.07,14.41
1280.,Bliss GVS Pharma,114.29,14.23,1204.28,0.44,25.80,-13.80,210.42,4.83,14.39
1281.,Godavari Drugs,93.99,11.45,70.77,0.00,0.77,-38.89,29.55,-31.45,14.38
1282.,Indl. Inv. Trust,235.40,15.18,530.77,0.00,-5.50,-126.60,-4.19,-156.47,14.37
1283.,Somany Ceramics,409.50,24.46,1679.34,0.73,9.67,-51.35,644.86,5.35,14.37
1284.,De Neers Tools,270.00,18.01,232.37,0.00,8.81,,69.46,17.05,14.37
1285.,Patels Airtemp,506.40,16.53,277.01,0.59,3.81,11.08,88.39,1.28,14.36
1286.,Talbros Engg.,522.50,13.78,265.25,0.77,5.34,20.27,114.70,5.98,14.33
1287.,Gensol Engineer.,262.25,11.54,996.61,0.00,17.86,41.51,344.51,56.42,14.33
1288.,T N Newsprint,125.75,59.57,870.32,3.18,-42.89,-364.75,1125.73,-9.28,14.32
1289.,Aryaman Capital,224.50,27.84,268.89,0.00,5.94,,24.31,25.96,14.32
1290.,Sky Industries,93.60,11.50,73.86,1.07,1.26,1.61,19.81,-0.60,14.31
1291.,Swasth Foodtech,76.57,23.24,44.85,0.00,1.83,,88.29,,14.31
1292.,B.L.Kashyap,47.27,21.30,1065.65,0.00,1.12,-83.79,241.86,-25.35,14.29
1293.,Borosil,325.55,57.06,3890.09,0.00,35.48,-4.88,338.10,11.30,14.29
1294.,Asian Hotels (E),133.02,8.60,230.01,1.88,4.83,176.00,32.55,1.15,14.28
1295.,Pune e,131.10,10.61,205.18,0.00,13.54,,40.32,51.18,14.27
1296.,Bella Casa Fashi,409.00,37.71,547.55,0.43,3.51,39.84,80.80,39.41,14.25
1297.,Orient Electric,207.97,68.53,4437.37,0.72,27.17,11.67,816.82,8.63,14.24
1298.,Sizemasters Tech,143.80,81.70,143.80,0.00,-0.25,-183.33,4.86,76.09,14.24
1299.,Benchmark Comp.,31.85,9.55,21.86,0.00,1.03,,18.98,46.22,14.24
1300.,Veljan Denison,990.00,20.04,445.50,1.72,6.11,15.07,36.42,15.58,14.20
1301.,A G Universal,43.25,11.57,23.72,0.00,0.85,,29.96,-25.25,14.20
1302.,Stanley Lifesty.,301.00,60.74,1718.93,0.00,8.90,34.38,109.70,2.24,14.19
1303.,IST,798.95,6.31,931.90,0.00,23.30,-27.77,27.35,-2.81,14.17
1304.,Coral India Fin.,37.19,6.81,149.88,1.08,2.33,-25.56,3.68,5.14,14.16
1305.,Spandana Sphoort,243.20,,1734.14,0.00,-393.88,-433.03,512.27,-13.35,14.16
1306.,Sangani Hospital,56.50,23.10,77.84,0.00,1.71,,10.01,24.97,14.15
1307.,Deem Roll,56.30,7.93,46.94,0.00,1.88,,46.52,-7.11,14.15
1308.,Sadhav,96.00,14.31,137.79,0.00,4.55,,37.58,11.55,14.15
1309.,Mangalam Global,14.31,16.11,471.59,0.07,6.01,61.92,465.77,-7.02,14.14
1310.,Fusion Finance,141.20,,1420.91,0.00,-719.32,-668.86,473.81,-20.10,14.14
1311.,N R Agarwal Inds,227.70,9.66,387.52,0.88,12.73,-59.50,417.91,24.54,14.11
1312.,Jayaswal Neco,30.84,118.27,2994.56,0.00,76.93,-13.33,1656.84,6.47,14.11
1313.,VLS Finance,202.00,4.39,702.88,0.74,-58.31,-166.22,-57.80,-151.06,14.09
1314.,India Finsec,145.00,34.55,423.28,0.00,4.61,-3.91,18.53,14.45,14.09
1315.,Gennex Lab.,14.00,17.09,318.43,0.00,5.06,79.15,40.01,87.05,14.08
1316.,Cyient DLM,400.85,49.26,3178.99,0.00,15.58,-15.51,357.30,11.29,14.08
1317.,Paisalo Digital,34.95,16.58,3151.60,0.29,62.43,10.57,203.75,11.59,14.06
1318.,Vaibhav Global,213.72,24.87,3553.40,2.81,63.82,28.20,977.34,10.02,14.05
1319.,Ujaas Energy,431.85,227.50,4604.67,0.00,3.93,-89.97,8.17,39.90,14.04
1320.,HMA Agro Inds.,32.02,21.70,1603.46,0.94,21.19,-56.00,1454.98,16.24,14.03
1321.,Integrated Perso,292.90,45.49,211.08,0.00,2.32,,112.38,20.39,14.01
1322.,Cosmic CRF,1394.60,62.47,1143.29,0.00,12.35,,158.64,28.48,13.99
1323.,Qgo Finance,60.14,13.15,41.81,1.08,0.67,-2.90,4.06,13.73,13.98
1324.,Arvind Fashions.,375.15,60.28,4999.50,0.33,46.52,-9.21,1202.76,6.91,13.98
1325.,Mayank Cattle Fo,218.00,29.88,117.72,0.00,2.02,,179.23,53.41,13.97
1326.,Nupur Recyclers,56.97,27.81,391.04,0.00,3.47,255.06,34.31,-53.99,13.93
1327.,Inter Globe Fin,67.00,13.89,60.01,0.00,-5.28,-665.22,113.90,47.65,13.90
1328.,Antony Waste han,499.55,19.46,1417.93,0.00,18.03,23.12,242.74,11.78,13.90
1329.,Modi's Navnirman,228.80,53.36,448.25,0.00,4.54,,36.62,50.64,13.89
1330.,Euphoria Infotec,38.87,8.95,11.28,0.00,0.95,,6.96,90.68,13.89
1331.,Gujarat Hotels,270.25,20.69,102.42,0.93,1.64,35.54,1.41,34.29,13.88
1332.,Frog Cellsat,267.35,15.18,415.17,0.00,15.64,460.57,91.15,104.01,13.87
1333.,Gconnect Logitec,23.28,48.11,8.66,0.00,0.17,,2.53,18.78,13.87
1334.,Manba Finance,132.44,16.82,665.37,0.38,12.96,168.32,68.87,43.24,13.87
1335.,Patel Engineerin,40.24,9.63,3397.77,0.00,81.52,190.69,1205.52,13.62,13.86
1336.,Mitsu Chem Plast,91.35,18.96,124.03,0.22,1.48,-53.46,80.46,9.51,13.86
1337.,Dollar Industrie,373.60,23.17,2118.91,0.80,19.45,9.76,377.81,14.59,13.86
1338.,AXISCADES Tech.,830.15,65.72,3527.77,0.00,14.76,111.71,274.53,18.21,13.85
1339.,KCP Sugar &Inds.,36.18,10.47,410.23,0.55,-37.77,-774.31,84.06,1.71,13.83
1340.,Senco Gold,252.65,29.47,4133.48,0.40,33.24,-70.17,2023.09,22.52,13.82
1341.,Steel City Sec.,96.61,7.83,145.95,3.11,4.85,70.18,16.28,19.79,13.81
1342.,Trans India,13.44,25.13,47.75,0.00,0.05,-80.77,15.32,-39.61,13.79
1343.,Platinumone Bus.,130.00,13.99,20.57,1.54,1.41,,15.56,20.43,13.79
1344.,Kopran,160.71,16.34,776.00,1.87,10.40,-34.14,166.24,4.61,13.78
1345.,Falcon,29.50,11.62,15.80,0.00,0.82,,12.63,119.65,13.78
1346.,Duropack,74.56,15.97,39.29,0.00,0.57,-16.18,8.63,3.60,13.77
1347.,SAL Automotive,546.80,24.37,131.11,0.82,1.40,55.56,95.02,16.55,13.75
1348.,Dwarikesh Sugar,37.41,,693.21,0.00,10.73,9.38,312.72,-0.06,13.72
1349.,Indrayani Biotec,19.13,13.55,87.11,0.00,0.35,-75.51,17.32,-55.69,13.72
1350.,GACM Tech,0.67,22.27,55.89,0.00,1.46,403.45,3.19,124.65,13.71
1351.,Emergent Indust.,568.35,49.38,259.74,0.00,-0.33,-131.13,110.50,-33.12,13.70
1352.,Worth Peripheral,144.05,13.33,226.89,0.69,4.70,42.36,68.06,14.39,13.69
1353.,Aarti Drugs,340.20,23.70,3127.63,0.29,38.53,21.85,514.54,-4.40,13.68
1354.,ANI Integrated,125.90,14.76,130.33,0.00,2.55,69.88,58.68,26.06,13.68
1355.,Tyche Industries,134.65,10.18,138.02,1.86,4.74,10.49,17.75,-20.12,13.66
1356.,Sudarshan Pharma,29.00,52.63,697.91,0.00,5.92,,225.35,-2.78,13.65
1357.,Polysil Irrigati,19.70,9.88,22.34,0.00,1.39,,8.73,-15.90,13.63
1358.,J.G.Chemicals,309.90,19.66,1214.38,0.00,17.81,66.05,209.08,29.61,13.63
1359.,Artemis Medicare,229.68,42.61,3160.45,0.20,20.78,80.54,226.89,7.91,13.61
1360.,Kothari Sugars,33.42,21.46,277.02,1.50,5.40,102.63,82.75,-37.46,13.59
1361.,Arfin India,29.35,45.85,495.20,0.00,3.03,52.26,180.37,56.25,13.59
1362.,Bikewo Green,17.75,13.86,23.15,0.00,0.65,,9.08,12.38,13.59
1363.,Concord Enviro,513.30,25.67,1062.34,0.00,-8.56,-146.07,122.82,-0.28,13.55
1364.,Divine Hira,,79.34,117.42,,2.50,,135.98,,13.55
1365.,Sumit Woods,100.09,36.90,406.24,0.00,2.02,23.17,29.81,-30.43,13.54
1366.,Eimco Elecon(I),1366.25,16.13,788.33,0.37,6.19,-18.01,45.84,-5.01,13.53
1367.,Popular Vehicles,98.55,30.02,701.66,0.51,-9.76,-161.31,1364.67,-3.68,13.53
1368.,Deco-Mica,63.00,9.69,26.46,0.00,0.91,3133.33,19.90,25.16,13.52
1369.,Labelkraft Tech.,61.00,18.67,19.79,0.00,0.45,,10.83,15.09,13.52
1370.,Bizotic Commer.,73.45,16.27,59.05,0.00,1.35,,52.86,104.57,13.52
1371.,Sanathan Textile,321.05,20.64,2709.79,0.00,34.17,-0.23,743.13,-4.78,13.52
1372.,Themis Medicare,147.03,29.34,1353.27,0.34,0.52,-92.94,93.81,13.70,13.51
1373.,Siyaram,132.00,26.24,287.62,0.00,7.68,,245.67,14.23,13.51
1374.,Confidence Petro,48.84,23.52,1622.67,0.20,26.33,-4.01,697.27,25.80,13.50
1375.,Madhuveer Com,244.45,767.22,598.43,0.02,0.99,4850.00,2.28,4460.00,13.49
1376.,Hitech Corp.,197.05,23.41,338.45,0.51,1.43,-43.48,123.00,-4.87,13.48
1377.,SRG Housing,285.15,16.80,407.99,0.00,5.74,7.89,38.94,22.68,13.48
1378.,S P Apparels,643.75,17.45,1615.34,0.00,24.16,37.19,359.32,42.51,13.48
1379.,Omfurn India,83.90,23.92,98.79,0.00,3.40,,40.39,-8.58,13.48
1380.,Apcotex Industri,298.65,29.43,1548.35,1.84,11.56,3.86,355.27,38.24,13.46
1381.,Chemcrux Enterp.,120.65,30.13,178.67,0.83,1.33,-50.00,19.42,-10.96,13.46
1382.,Orient Beverages,234.85,10.66,50.73,0.00,0.29,-70.71,33.53,13.01,13.45
1383.,MMP Industries,221.82,14.82,563.48,0.68,10.85,21.50,168.39,19.54,13.45
1384.,Harsha Engg Intl,380.55,24.76,3464.68,0.26,30.99,3.40,268.04,3.55,13.43
1385.,Ind-Swift,13.94,1.17,75.51,0.00,-5.50,63.26,120.13,17.13,13.42
1386.,Indbank Merchant,31.21,15.63,138.51,0.00,1.17,-54.30,5.63,-14.70,13.41
1387.,Mercury Labs,830.70,25.30,99.68,0.42,1.19,-4.03,19.57,14.38,13.41
1388.,Sejal Glass,360.70,48.64,364.31,0.00,3.40,233.66,61.61,30.50,13.41
1389.,Madhav Infra,10.85,18.16,292.50,0.00,2.51,-30.08,147.26,67.76,13.40
1390.,Star Paper Mills,153.65,4.75,239.85,2.60,7.71,-52.11,97.48,-15.09,13.39
1391.,Career Point,357.05,10.78,649.58,0.84,13.27,-11.89,26.85,1.32,13.36
1392.,Billwin Indust.,32.00,19.97,13.38,0.00,0.38,,2.83,-14.50,13.36
1393.,Abhishek Integr.,58.50,45.17,35.23,0.00,0.28,,11.48,5.71,13.35
1394.,Kovil. Lak. Rol.,75.98,,68.70,1.65,1.78,4.71,108.57,4.77,13.34
1395.,GACM Tech-DVR,0.87,9.11,10.29,0.00,,,,,13.32
1396.,Adroit Info.,15.08,11.28,37.35,0.00,0.54,-65.61,7.68,8.47,13.30
1397.,Uday Jewellery,147.30,34.07,337.64,0.00,4.54,57.09,98.92,81.01,13.29
